"o","l","source","analysis"
4.84,0.0445425709556829,"mean","original"
4.85,0.0444310076738532,"mean","original"
4.86,0.0443200866251201,"mean","original"
4.87,0.0442098027547708,"mean","original"
4.88,0.0441001510571487,"mean","original"
4.89,0.0439911265750977,"mean","original"
4.9,0.0438827243994217,"mean","original"
4.91,0.043774939668341,"mean","original"
4.92,0.0436677675669641,"mean","original"
4.93,0.0435612033267594,"mean","original"
4.94,0.0434552422250359,"mean","original"
4.95,0.0433498795844331,"mean","original"
4.96,0.0432451107724124,"mean","original"
4.97,0.0431409312007586,"mean","original"
4.98,0.0430373363250856,"mean","original"
4.99,0.0429343216443492,"mean","original"
5,0.0428318827003649,"mean","original"
5.01,0.0427300150773337,"mean","original"
5.02,0.0426287144013719,"mean","original"
5.03,0.0425279763400437,"mean","original"
5.04,0.0424277966019103,"mean","original"
5.05,0.0423281709360733,"mean","original"
5.06,0.0422290951317235,"mean","original"
5.07,0.0421305650177092,"mean","original"
5.08,0.0420325764620915,"mean","original"
5.09,0.041935125371718,"mean","original"
5.1,0.0418382076917991,"mean","original"
5.11,0.0417418194054807,"mean","original"
5.12,0.0416459565334387,"mean","original"
5.13,0.0415506151334601,"mean","original"
5.14,0.0414557913000473,"mean","original"
5.15,0.0413614811640099,"mean","original"
5.16,0.0412676808920752,"mean","original"
5.17,0.0411743866864934,"mean","original"
5.18,0.0410815947846594,"mean","original"
5.19,0.0409893014587222,"mean","original"
5.2,0.0408975030152189,"mean","original"
5.21,0.0408061957946947,"mean","original"
5.22,0.0407153761713418,"mean","original"
5.23,0.0406250405526335,"mean","original"
5.24,0.040535185378967,"mean","original"
5.25,0.0404458071233109,"mean","original"
5.26,0.0403569022908534,"mean","original"
5.27,0.0402684674186574,"mean","original"
5.28,0.0401804990753222,"mean","original"
5.29,0.0400929938606413,"mean","original"
5.3,0.0400059484052731,"mean","original"
5.31,0.0399193593704125,"mean","original"
5.32,0.039833223447463,"mean","original"
5.33,0.0397475373577171,"mean","original"
5.34,0.039662297852039,"mean","original"
5.35,0.0395775017105516,"mean","original"
5.36,0.039493145742324,"mean","original"
5.37,0.03940922678507,"mean","original"
5.38,0.0393257417048415,"mean","original"
5.39,0.0392426873957328,"mean","original"
5.4,0.0391600607795846,"mean","original"
5.41,0.039077858805689,"mean","original"
5.42,0.0389960784505055,"mean","original"
5.43,0.038914716717376,"mean","original"
5.44,0.0388337706362407,"mean","original"
5.45,0.0387532372633601,"mean","original"
5.46,0.0386731136810448,"mean","original"
5.47,0.0385933969973765,"mean","original"
5.48,0.0385140843459472,"mean","original"
5.49,0.0384351728855875,"mean","original"
5.5,0.0383566598001095,"mean","original"
5.51,0.0382785422980452,"mean","original"
5.52,0.0382008176123901,"mean","original"
5.53,0.0381234830003522,"mean","original"
5.54,0.0380465357431015,"mean","original"
5.55,0.0379699731455216,"mean","original"
5.56,0.0378937925359662,"mean","original"
5.57,0.0378179912660182,"mean","original"
5.58,0.0377425667102525,"mean","original"
5.59,0.0376675162659961,"mean","original"
5.6,0.0375928373531,"mean","original"
5.61,0.0375185274137048,"mean","original"
5.62,0.0374445839120168,"mean","original"
5.63,0.0373710043340798,"mean","original"
5.64,0.0372977861875565,"mean","original"
5.65,0.0372249270015022,"mean","original"
5.66,0.037152424326156,"mean","original"
5.67,0.0370802757327199,"mean","original"
5.68,0.0370084788131486,"mean","original"
5.69,0.03693703117994,"mean","original"
5.7,0.0368659304659269,"mean","original"
5.71,0.036795174324072,"mean","original"
5.72,0.0367247604272666,"mean","original"
5.73,0.0366546864681297,"mean","original"
5.74,0.0365849501588086,"mean","original"
5.75,0.0365155492307853,"mean","original"
5.76,0.0364464814346795,"mean","original"
5.77,0.0363777445400623,"mean","original"
5.78,0.0363093363352629,"mean","original"
5.79,0.0362412546271831,"mean","original"
5.8,0.0361734972411121,"mean","original"
5.81,0.0361060620205444,"mean","original"
5.82,0.0360389468269983,"mean","original"
5.83,0.0359721495398379,"mean","original"
5.84,0.0359056680560958,"mean","original"
5.85,0.0358395002902989,"mean","original"
5.86,0.035773644174295,"mean","original"
5.87,0.0357080976570835,"mean","original"
5.88,0.0356428587046457,"mean","original"
5.89,0.0355779252997772,"mean","original"
5.9,0.0355132954419242,"mean","original"
5.91,0.0354489671470203,"mean","original"
5.92,0.0353849384473223,"mean","original"
5.93,0.0353212073912547,"mean","original"
5.94,0.0352577720432509,"mean","original"
5.95,0.0351946304835946,"mean","original"
5.96,0.0351317808082671,"mean","original"
5.97,0.0350692211287966,"mean","original"
5.98,0.0350069495721051,"mean","original"
5.99,0.0349449642803593,"mean","original"
6,0.0348832634108241,"mean","original"
6.01,0.0348218451357158,"mean","original"
6.02,0.0347607076420581,"mean","original"
6.03,0.0346998491315391,"mean","original"
6.04,0.0346392678203724,"mean","original"
6.05,0.0345789619391546,"mean","original"
6.06,0.0345189297327279,"mean","original"
6.07,0.0344591694600442,"mean","original"
6.08,0.03439967939403,"mean","original"
6.09,0.0343404578214535,"mean","original"
6.1,0.0342815030427912,"mean","original"
6.11,0.0342228133720992,"mean","original"
6.12,0.0341643871368791,"mean","original"
6.13,0.0341062226779588,"mean","original"
6.14,0.0340483183493566,"mean","original"
6.15,0.0339906725181649,"mean","original"
6.16,0.0339332835644187,"mean","original"
6.17,0.0338761498809791,"mean","original"
6.18,0.0338192698734098,"mean","original"
6.19,0.0337626419598574,"mean","original"
6.2,0.0337062645709322,"mean","original"
6.21,0.0336501361495947,"mean","original"
6.22,0.0335942551510353,"mean","original"
6.23,0.0335386200425638,"mean","original"
6.24,0.0334832293034904,"mean","original"
6.25,0.0334280814250205,"mean","original"
6.26,0.0333731749101389,"mean","original"
6.27,0.0333185082735023,"mean","original"
6.28,0.0332640800413273,"mean","original"
6.29,0.0332098887512886,"mean","original"
6.3,0.0331559329524081,"mean","original"
6.31,0.0331022112049525,"mean","original"
6.32,0.033048722080326,"mean","original"
6.33,0.0329954641609716,"mean","original"
6.34,0.032942436040266,"mean","original"
6.35,0.0328896363224204,"mean","original"
6.36,0.0328370636223807,"mean","original"
6.37,0.0327847165657277,"mean","original"
6.38,0.0327325937885813,"mean","original"
6.39,0.0326806939375027,"mean","original"
6.4,0.0326290156693992,"mean","original"
6.41,0.0325775576514308,"mean","original"
6.42,0.0325263185609139,"mean","original"
6.43,0.0324752970852313,"mean","original"
6.44,0.0324244919217402,"mean","original"
6.45,0.03237390177768,"mean","original"
6.46,0.0323235253700847,"mean","original"
6.47,0.0322733614256932,"mean","original"
6.48,0.0322234086808614,"mean","original"
6.49,0.0321736658814746,"mean","original"
6.5,0.0321241317828636,"mean","original"
6.51,0.0320748051497181,"mean","original"
6.52,0.0320256847560014,"mean","original"
6.53,0.0319767693848712,"mean","original"
6.54,0.0319280578285914,"mean","original"
6.55,0.0318795488884546,"mean","original"
6.56,0.0318312413747007,"mean","original"
6.57,0.0317831341064355,"mean","original"
6.58,0.0317352259115525,"mean","original"
6.59,0.0316875156266553,"mean","original"
6.6,0.0316400020969782,"mean","original"
6.61,0.0315926841763119,"mean","original"
6.62,0.0315455607269256,"mean","original"
6.63,0.0314986306194922,"mean","original"
6.64,0.0314518927330152,"mean","original"
6.65,0.0314053459547535,"mean","original"
6.66,0.0313589891801492,"mean","original"
6.67,0.031312821312756,"mean","original"
6.68,0.031266841264167,"mean","original"
6.69,0.0312210479539443,"mean","original"
6.7,0.031175440309549,"mean","original"
6.71,0.0311300172662723,"mean","original"
6.72,0.031084777767166,"mean","original"
6.73,0.0310397207629772,"mean","original"
6.74,0.0309948452120762,"mean","original"
6.75,0.0309501500803965,"mean","original"
6.76,0.0309056343413626,"mean","original"
6.77,0.0308612969758304,"mean","original"
6.78,0.0308171369720192,"mean","original"
6.79,0.0307731533254474,"mean","original"
6.8,0.0307293450388731,"mean","original"
6.81,0.030685711122227,"mean","original"
6.82,0.0306422505925539,"mean","original"
6.83,0.0305989624739503,"mean","original"
6.84,0.0305558457975021,"mean","original"
6.85,0.0305128996012259,"mean","original"
6.86,0.0304701229300113,"mean","original"
6.87,0.0304275148355577,"mean","original"
6.88,0.0303850743763199,"mean","original"
6.89,0.0303428006174474,"mean","original"
6.9,0.0303006926307293,"mean","original"
6.91,0.0302587494945372,"mean","original"
6.92,0.0302169702937683,"mean","original"
6.93,0.0301753541197909,"mean","original"
6.94,0.0301339000703886,"mean","original"
6.95,0.0300926072497058,"mean","original"
6.96,0.0300514747681954,"mean","original"
6.97,0.0300105017425631,"mean","original"
6.98,0.0299696872957164,"mean","original"
6.99,0.0299290305567109,"mean","original"
7,0.0298885306607003,"mean","original"
7.01,0.029848186748883,"mean","original"
7.02,0.0298079979684522,"mean","original"
7.03,0.0297679634725467,"mean","original"
7.04,0.0297280824201978,"mean","original"
7.05,0.0296883539762852,"mean","original"
7.06,0.0296487773114826,"mean","original"
7.07,0.0296093516022135,"mean","original"
7.08,0.0295700760305996,"mean","original"
7.09,0.0295309497844168,"mean","original"
7.1,0.0294919720570469,"mean","original"
7.11,0.02945314204743,"mean","original"
7.12,0.02941445896002,"mean","original"
7.13,0.0293759220047367,"mean","original"
7.14,0.0293375303969244,"mean","original"
7.15,0.0292992833573032,"mean","original"
7.16,0.0292611801119265,"mean","original"
7.17,0.0292232198921368,"mean","original"
7.18,0.0291854019345217,"mean","original"
7.19,0.0291477254808737,"mean","original"
7.2,0.0291101897781411,"mean","original"
7.21,0.0290727940783937,"mean","original"
7.22,0.0290355376387737,"mean","original"
7.23,0.02899841972146,"mean","original"
7.24,0.0289614395936223,"mean","original"
7.25,0.0289245965273845,"mean","original"
7.26,0.0288878897997824,"mean","original"
7.27,0.0288513186927216,"mean","original"
7.28,0.0288148824929447,"mean","original"
7.29,0.028778580491982,"mean","original"
7.3,0.0287424119861236,"mean","original"
7.31,0.0287063762763724,"mean","original"
7.32,0.0286704726684107,"mean","original"
7.33,0.0286347004725609,"mean","original"
7.34,0.0285990590037476,"mean","original"
7.35,0.0285635475814619,"mean","original"
7.36,0.0285281655297246,"mean","original"
7.37,0.028492912177048,"mean","original"
7.38,0.0284577868564028,"mean","original"
7.39,0.0284227889051789,"mean","original"
7.4,0.0283879176651546,"mean","original"
7.41,0.0283531724824569,"mean","original"
7.42,0.0283185527075296,"mean","original"
7.43,0.0282840576950986,"mean","original"
7.44,0.0282496868041372,"mean","original"
7.45,0.0282154393978325,"mean","original"
7.46,0.0281813148435526,"mean","original"
7.47,0.0281473125128136,"mean","original"
7.48,0.0281134317812444,"mean","original"
7.49,0.0280796720285582,"mean","original"
7.5,0.0280460326385172,"mean","original"
7.51,0.0280125129989015,"mean","original"
7.52,0.0279791125014779,"mean","original"
7.53,0.0279458305419671,"mean","original"
7.54,0.0279126665200169,"mean","original"
7.55,0.0278796198391657,"mean","original"
7.56,0.0278466899068146,"mean","original"
7.57,0.0278138761341993,"mean","original"
7.58,0.0277811779363561,"mean","original"
7.59,0.0277485947320965,"mean","original"
7.6,0.0277161259439734,"mean","original"
7.61,0.0276837709982555,"mean","original"
7.62,0.0276515293248975,"mean","original"
7.63,0.0276194003575096,"mean","original"
7.64,0.0275873835333329,"mean","original"
7.65,0.0275554782932067,"mean","original"
7.66,0.0275236840815455,"mean","original"
7.67,0.0274920003463077,"mean","original"
7.68,0.027460426538969,"mean","original"
7.69,0.0274289621144975,"mean","original"
7.7,0.027397606531325,"mean","original"
7.71,0.0273663592513189,"mean","original"
7.72,0.0273352197397605,"mean","original"
7.73,0.0273041874653129,"mean","original"
7.74,0.0272732619000006,"mean","original"
7.75,0.0272424425191802,"mean","original"
7.76,0.0272117288015162,"mean","original"
7.77,0.0271811202289567,"mean","original"
7.78,0.0271506162867065,"mean","original"
7.79,0.0271202164632032,"mean","original"
7.8,0.0270899202500943,"mean","original"
7.81,0.0270597271422088,"mean","original"
7.82,0.0270296366375382,"mean","original"
7.83,0.0269996482372077,"mean","original"
7.84,0.0269697614454571,"mean","original"
7.85,0.0269399757696134,"mean","original"
7.86,0.0269102907200694,"mean","original"
7.87,0.0268807058102607,"mean","original"
7.88,0.0268512205566432,"mean","original"
7.89,0.0268218344786681,"mean","original"
7.9,0.0267925470987628,"mean","original"
7.91,0.0267633579423052,"mean","original"
7.92,0.0267342665376046,"mean","original"
7.93,0.0267052724158783,"mean","original"
7.94,0.0266763751112296,"mean","original"
7.95,0.0266475741606274,"mean","original"
7.96,0.0266188691038838,"mean","original"
7.97,0.0265902594836336,"mean","original"
7.98,0.0265617448453139,"mean","original"
7.99,0.0265333247371417,"mean","original"
8,0.0265049987100948,"mean","original"
8.01,0.0264767663178903,"mean","original"
8.02,0.0264486271169659,"mean","original"
8.03,0.0264205806664568,"mean","original"
8.04,0.0263926265281804,"mean","original"
8.05,0.0263647642666119,"mean","original"
8.06,0.0263369934488686,"mean","original"
8.07,0.026309313644687,"mean","original"
8.08,0.0262817244264062,"mean","original"
8.09,0.0262542253689487,"mean","original"
8.1,0.0262268160498001,"mean","original"
8.11,0.02619949604899,"mean","original"
8.12,0.0261722649490763,"mean","original"
8.13,0.0261451223351247,"mean","original"
8.14,0.0261180677946897,"mean","original"
8.15,0.0260911009177986,"mean","original"
8.16,0.0260642212969308,"mean","original"
8.17,0.026037428527004,"mean","original"
8.18,0.0260107222053535,"mean","original"
8.19,0.0259841019317143,"mean","original"
8.2,0.0259575673082056,"mean","original"
8.21,0.0259311179393131,"mean","original"
8.22,0.0259047534318724,"mean","original"
8.23,0.0258784733950493,"mean","original"
8.24,0.0258522774403276,"mean","original"
8.25,0.0258261651814889,"mean","original"
8.26,0.0258001362345966,"mean","original"
8.27,0.0257741902179811,"mean","original"
8.28,0.0257483267522231,"mean","original"
8.29,0.025722545460135,"mean","original"
8.3,0.0256968459667498,"mean","original"
8.31,0.0256712278993006,"mean","original"
8.32,0.0256456908872073,"mean","original"
8.33,0.0256202345620612,"mean","original"
8.34,0.025594858557608,"mean","original"
8.35,0.0255695625097342,"mean","original"
8.36,0.0255443460564514,"mean","original"
8.37,0.0255192088378795,"mean","original"
8.38,0.0254941504962357,"mean","original"
8.39,0.0254691706758157,"mean","original"
8.4,0.025444269022981,"mean","original"
8.41,0.0254194451861449,"mean","original"
8.42,0.0253946988157554,"mean","original"
8.43,0.0253700295642848,"mean","original"
8.44,0.025345437086212,"mean","original"
8.45,0.0253209210380101,"mean","original"
8.46,0.0252964810781326,"mean","original"
8.47,0.0252721168669985,"mean","original"
8.48,0.0252478280669793,"mean","original"
8.49,0.0252236143423856,"mean","original"
8.5,0.0251994753594537,"mean","original"
8.51,0.0251754107863298,"mean","original"
8.52,0.0251514202930606,"mean","original"
8.53,0.0251275035515773,"mean","original"
8.54,0.0251036602356843,"mean","original"
8.55,0.0250798900210433,"mean","original"
8.56,0.0250561925851644,"mean","original"
8.57,0.0250325676073902,"mean","original"
8.58,0.0250090147688856,"mean","original"
8.59,0.0249855337526219,"mean","original"
8.6,0.024962124243369,"mean","original"
8.61,0.0249387859276783,"mean","original"
8.62,0.0249155184938733,"mean","original"
8.63,0.0248923216320365,"mean","original"
8.64,0.0248691950339991,"mean","original"
8.65,0.0248461383933251,"mean","original"
8.66,0.0248231514053035,"mean","original"
8.67,0.0248002337669342,"mean","original"
8.68,0.0247773851769169,"mean","original"
8.69,0.0247546053356403,"mean","original"
