"dog_number","birth_date","age","sex","group","abridged_Name","fractions","exposure_time","first_exposure_age","dose_per_minute","dose_per_fraction","total_dose","total_dose","daily_dose","days_exposed","first_exposure_age","interrupts",
"2444","1972-06-07","4062","M","2975","Gamma-Irradiation during Pregnancy","","","","","","","510.0","13","40","-40","0",
"2445","1972-06-07","5111","M","2975","Gamma-Irradiation during Pregnancy","","","","","","","510.0","13","40","-40","0",
"2446","1972-06-09","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2447","1972-06-11","918","F","2966","Gamma-Irradiation during Pregnancy","","","","","","","443.0","8","59","-59","0",
"2448","1972-06-11","2285","F","2966","Gamma-Irradiation during Pregnancy","","","","","","","443.0","8","59","-59","0",
"2449","1972-06-11","1168","M","2966","Gamma-Irradiation during Pregnancy","","","","","","","443.0","8","59","-59","0",
"2450","1972-07-06","0","F","2966","Gamma-Irradiation during Pregnancy","","","","","","","450.0","8","60","-60","0",
"2451","1972-07-06","5","F","2966","Gamma-Irradiation during Pregnancy","","","","","","","450.0","8","60","-60","0",
"2452","1972-07-06","11","F","2966","Gamma-Irradiation during Pregnancy","","","","","","","450.0","8","60","-60","0",
"2453","1972-07-06","2710","F","2966","Gamma-Irradiation during Pregnancy","","","","","","","450.0","8","60","-60","0",
"2454","1972-07-28","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2455","1972-07-28","1088","F","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"2456","1972-07-28","650","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"2457","1972-08-14","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2458","1972-08-14","1317","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"2459","1972-08-14","468","M","2150","","","","","","","","1470.0","26","56","410","0",
"2460","1972-08-21","1389","F","5700","Development of Techniques and Proceedures","","","","","","","","","","","",
"2461","1972-08-21","1396","F","5700","Development of Techniques and Proceedures","","","","","","","","","","","",
"2462","1972-08-21","1577","F","5700","Development of Techniques and Proceedures","","","","","","","","","","","",
"2463","1972-08-21","1074","M","5700","Development of Techniques and Proceedures","","","","","","","","","","","",
"2464","1972-08-21","1351","M","5700","Development of Techniques and Proceedures","","","","","","","","","","","",
"2465","1972-08-21","1","M","5700","Development of Techniques and Proceedures","","","","","","","","","","","",
"2466","1972-08-21","406","M","5700","Development of Techniques and Proceedures","","","","","","","","","","","",
"2467","1972-08-21","1254","M","5700","Development of Techniques and Proceedures","","","","","","","","","","","",
"2468","1972-09-10","2","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2469","1972-09-10","9","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2470","1972-09-10","565","M","2240","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1492.0","13","117","439","0",
"2471","1972-09-10","547","M","2240","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1377.0","13","108","439","0",
"2472","1972-09-25","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2473","1972-09-25","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2474","1972-09-25","1","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2475","1972-09-29","35","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2476","1972-09-29","555","F","2240","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1492.0","13","117","420","0",
"2477","1972-09-29","412","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2478","1972-09-29","567","M","2240","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1492.0","13","117","420","0",
"2479","1972-09-29","588","M","2240","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1492.0","13","117","420","0",
"2480","1972-10-11","5315","F","2975","Gamma-Irradiation during Pregnancy","","","","","","","765.0","13","60","-60","0",
"2481","1972-10-11","6105","F","2975","Gamma-Irradiation during Pregnancy","","","","","","","765.0","13","60","-60","0",
"2482","1972-10-11","4326","F","2975","Gamma-Irradiation during Pregnancy","","","","","","","765.0","13","60","-60","0",
"2483","1972-10-11","2167","F","2975","Gamma-Irradiation during Pregnancy","","","","","","","765.0","13","60","-60","0",
"2484","1972-10-11","6179","M","2975","Gamma-Irradiation during Pregnancy","","","","","","","765.0","13","60","-60","0",
"2485","1972-10-11","4927","F","2975","Gamma-Irradiation during Pregnancy","","","","","","","765.0","13","60","-60","0",
"2486","1972-10-11","4326","F","2975","Gamma-Irradiation during Pregnancy","","","","","","","765.0","13","60","-60","0",
"2487","1972-10-11","14","F","2975","Gamma-Irradiation during Pregnancy","","","","","","","765.0","13","60","-60","0",
"2488","1972-10-11","2696","F","2975","Gamma-Irradiation during Pregnancy","","","","","","","765.0","13","60","-60","0",
"2489","1972-10-11","3110","M","2975","Gamma-Irradiation during Pregnancy","","","","","","","765.0","13","60","-60","0",
"2490","1972-10-13","519","F","2240","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1441.0","13","113","406","0",
"2491","1972-10-21","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2492","1972-10-21","2","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2493","1972-10-21","9","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2494","1972-10-21","643","F","2240","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1492.0","13","117","398","0",
"2495","1972-10-21","2150","M","2430","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1050.0","4","280","498","0",
"2496","1972-10-21","569","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"2497","1972-11-04","485","F","2240","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1288.0","13","101","384","0",
"2498","1972-11-04","2274","M","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"2499","1972-11-04","4181","M","2440","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1500.0","4","400","491","0",
"2500","1972-11-04","2204","M","2430","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1050.0","4","280","484","0",
"2501","1972-11-04","4151","M","2440","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1500.0","4","400","491","0",
"2502","1972-11-04","4133","M","2430","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1050.0","4","280","484","0",
"2503","1972-11-04","556","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"2504","1972-11-04","555","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"2505","1972-11-25","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2506","1972-11-25","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2507","1972-11-25","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2508","1972-11-25","2903","M","2440","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1500.0","4","400","470","0",
"2509","1972-11-25","2112","M","2430","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1050.0","4","280","463","0",
"2510","1972-12-03","3","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2511","1972-12-03","823","F","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"2512","1972-12-03","1113","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"2513","1972-12-03","1206","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"2514","1972-12-03","527","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"2515","1972-12-03","1120","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"2516","1972-12-03","1144","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"2517","1972-12-18","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2518","1972-12-18","4273","F","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"2519","1972-12-18","3379","F","2440","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1500.0","4","400","447","0",
"2520","1972-12-18","3647","F","2430","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1050.0","4","280","440","0",
"2521","1972-12-18","4274","F","2440","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1500.0","4","400","447","0",
"2522","1972-12-18","3337","M","2430","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1050.0","4","280","440","0",
"2523","1972-12-18","688","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2524","1972-12-23","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2525","1972-12-23","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2526","1972-12-23","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2527","1972-12-23","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2528","1972-12-23","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2529","1972-12-23","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2530","1972-12-23","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2531","1972-12-27","1166","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2532","1972-12-27","3","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2533","1972-12-27","1166","M","210","Stocks, Breeders, etc.","","","","","","","","","","","",
"2534","1972-12-27","2331","M","210","Stocks, Breeders, etc.","","","","","","","","","","","",
"2535","1972-12-27","1981","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2536","1972-12-27","2011","M","210","Stocks, Breeders, etc.","","","","","","","","","","","",
"2537","1973-01-05","3653","F","2440","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1500.0","4","400","429","0",
"2538","1973-01-05","628","F","2330","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1050.0","8","140","442","0",
"2539","1973-01-05","4667","M","2330","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1050.0","8","140","442","0",
"2540","1973-01-05","5030","M","2330","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1050.0","8","140","442","0",
"2541","1973-01-05","5202","M","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"2542","1973-02-08","1","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2543","1973-02-12","4785","F","2330","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1050.0","8","140","404","0",
"2544","1973-02-12","1269","M","2330","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1050.0","8","140","404","0",
"2545","1973-02-12","3665","M","2330","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1050.0","8","140","404","0",
"2546","1973-02-12","1290","M","2330","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1050.0","8","140","404","0",
"2547","1973-02-12","5209","M","2330","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1050.0","8","140","404","0",
"2548","1973-02-19","2277","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"2549","1973-02-19","1927","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2550","1973-02-19","1112","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2551","1973-02-19","2277","M","210","Stocks, Breeders, etc.","","","","","","","","","","","",
"2552","1973-02-19","1925","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2553","1973-03-06","2460","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"2554","1973-03-06","617","M","2240","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1403.0","13","110","507","0",
"2555","1973-03-06","622","M","2240","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1466.0","13","115","507","0",
"2556","1973-03-06","620","M","2240","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1441.0","13","113","507","0",
"2557","1973-03-06","4035","M","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"2558","1973-03-06","4502","M","2240","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1492.0","13","117","507","0",
"2559","1973-04-25","2199","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"2560","1973-05-24","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"2561","1973-05-24","2170","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"2562","1973-05-24","1029","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2563","1973-05-24","541","M","2240","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1441.0","13","113","428","0",
"2564","1973-05-24","544","M","2240","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1479.0","13","116","428","0",
"2565","1973-05-24","555","M","2240","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1492.0","13","117","428","0",
"2566","1973-05-24","536","M","2240","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1377.0","13","108","428","0",
"2567","1973-05-25","3","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2568","1973-05-25","0","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2569","1973-05-25","9","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2570","1973-05-25","12","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2571","1973-05-25","6","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2572","1973-05-25","5409","M","2330","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1050.0","8","140","449","0",
"2573","1973-05-25","5","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"2574","1973-05-25","3653","M","2330","Life-Span: Varioious continous Gamma-Irradiations","","","","","","","1050.0","8","140","449","0",
